age,gender,occupation,employment_type,marital_status,number_of_dependents,monthly_salary,additional_income,annual_bonus,business_income,total_monthly_income,house_rent,food_expenses,transportation,electricity_bill,internet_bill,insurance,education,medical_expenses,entertainment,shopping,other_expenses,total_living_expenses,loan_type,loan_amount,interest_rate,loan_tenure_months,proposed_emi,existing_home_emi,existing_personal_emi,existing_vehicle_emi,existing_cc_emi,total_existing_emi,credit_score,bank_balance,savings,investments,smoking,alcohol,travel_frequency,online_shopping_frequency,debt_to_income_ratio,emergency_fund_months,disposable_income,recommended_max_emi,financial_health_score,emi_default_risk_prob,emi_default_flag
60,Male,Teacher,Salaried,Single,3,105900.0,0.0,0.0,0.0,105900.0,29900.0,19200.0,6200.0,2000.0,700.0,7000.0,8000.0,11100.0,11300.0,10200.0,5600.0,111200.0,Business Loan,3148000.0,12.6,36,105460.0,0.0,0.0,0.0,1500.0,1500.0,318,711100.0,1133000.0,1058900.0,No,Occasionally,Moderate,Low,1.01,16.36,-6800.0,46160.0,28.7,0.9854,1
55,Female,Accountant,Business,Single,0,79600.0,20500.0,117000.0,155100.0,264950.0,90700.0,4600.0,6200.0,2200.0,500.0,9100.0,0.0,12700.0,4100.0,24700.0,3100.0,157900.0,Home Loan,11214000.0,9.1,48,279590.0,0.0,0.0,0.0,0.0,0.0,845,1795400.0,546400.0,4436100.0,Yes,Never,Moderate,High,1.0553,14.83,107050.0,119230.0,67.2,0.0598,0
54,Male,Other,Business,Married,2,63600.0,5200.0,62000.0,46300.0,120266.66666666667,19000.0,8200.0,8000.0,4800.0,1200.0,10000.0,13500.0,12200.0,5200.0,2900.0,1400.0,86400.0,Personal Loan,6565000.0,11.2,180,75440.0,0.0,0.0,8900.0,0.0,8900.0,763,126700.0,406600.0,2229100.0,No,Never,High,Moderate,0.7013,5.6,24966.67,45220.0,57.6,0.3843,0
44,Male,Business Owner,Salaried,Single,0,38300.0,19700.0,111000.0,0.0,67250.0,8300.0,6800.0,4700.0,4700.0,1300.0,6700.0,0.0,4700.0,5700.0,11400.0,2200.0,56500.0,Vehicle Loan,788000.0,17.6,12,72090.0,0.0,0.0,0.0,0.0,0.0,562,433600.0,1307700.0,527100.0,No,Never,Moderate,High,1.072,30.82,10750.0,30260.0,41.5,0.0692,0
42,Male,Analyst,Salaried,Married,1,71300.0,0.0,0.0,0.0,71300.0,11800.0,10500.0,8100.0,5200.0,700.0,10400.0,19700.0,6800.0,2100.0,5500.0,3800.0,84600.0,Home Loan,391000.0,11.1,120,5410.0,10900.0,9000.0,10200.0,14900.0,45000.0,320,481200.0,603700.0,504300.0,No,Never,Low,Moderate,0.707,8.37,-58300.0,0.0,31.3,0.9975,1
25,Female,Manager,Salaried,Married,0,21100.0,0.0,0.0,0.0,21100.0,2800.0,10800.0,5900.0,5700.0,2100.0,9600.0,0.0,7300.0,5400.0,18700.0,3500.0,71800.0,Vehicle Loan,297000.0,13.7,12,26620.0,0.0,0.0,0.0,11200.0,11200.0,343,102300.0,330500.0,563600.0,No,Never,Moderate,Low,1.7924,5.21,-61900.0,0.0,16.8,1.0,1
53,Female,Teacher,Salaried,Married,1,43200.0,0.0,0.0,0.0,43200.0,6200.0,17700.0,7100.0,2500.0,1300.0,2700.0,11800.0,6400.0,9500.0,6500.0,7300.0,79000.0,Personal Loan,2567000.0,8.1,36,80560.0,0.0,0.0,0.0,11900.0,11900.0,580,361400.0,224200.0,839100.0,No,Frequently,Low,Low,2.1403,6.44,-47700.0,7540.0,26.3,0.9999,1
56,Male,Analyst,Salaried,Married,0,65600.0,0.0,0.0,0.0,65600.0,12000.0,8400.0,9700.0,5300.0,1500.0,3700.0,0.0,5400.0,10300.0,22300.0,4800.0,83400.0,Vehicle Loan,3100000.0,8.2,48,75970.0,17400.0,12100.0,0.0,0.0,29500.0,429,38500.0,729800.0,612200.0,No,Occasionally,Low,Moderate,1.6078,6.81,-47300.0,20.0,20.2,0.9998,1
40,Male,Other,Salaried,Single,1,71000.0,17400.0,211000.0,0.0,105983.33333333333,21600.0,11300.0,5800.0,4300.0,1000.0,8400.0,17100.0,11500.0,10700.0,10600.0,5400.0,107700.0,Personal Loan,4111000.0,12.0,180,49340.0,0.0,0.0,0.0,4100.0,4100.0,627,1028000.0,413500.0,1751200.0,No,Never,High,Low,0.5042,12.89,-5816.67,43590.0,54.4,0.3204,0
39,Female,Analyst,Business,Married,1,68500.0,0.0,46000.0,80800.0,153133.3333333333,49900.0,10600.0,5300.0,5800.0,1500.0,11700.0,12300.0,1200.0,1200.0,23100.0,5800.0,128400.0,Business Loan,1886000.0,13.8,24,90370.0,0.0,0.0,0.0,0.0,0.0,405,623600.0,2506200.0,3249800.0,No,Never,Moderate,High,0.5901,24.38,24733.33,68910.0,49.6,0.4001,0
55,Male,Accountant,Salaried,Single,0,56800.0,18000.0,148000.0,0.0,87133.33333333333,13000.0,4100.0,9200.0,2400.0,2000.0,5100.0,0.0,5100.0,9700.0,24700.0,4700.0,80000.0,Home Loan,2429000.0,11.4,240,25740.0,0.0,0.0,12400.0,0.0,12400.0,748,536700.0,365400.0,59200.0,No,Frequently,High,Moderate,0.4377,9.76,-5266.67,26810.0,55.3,0.0639,0
63,Male,Manager,Salaried,Married,2,44500.0,0.0,62000.0,0.0,49666.666666666664,17000.0,21400.0,9200.0,2300.0,2300.0,3500.0,19000.0,3000.0,6500.0,19700.0,6400.0,110300.0,Business Loan,2202000.0,9.4,120,28370.0,0.0,0.0,0.0,0.0,0.0,761,41000.0,715800.0,1370600.0,No,Never,Low,Moderate,0.5712,6.86,-60633.33,22350.0,54.3,0.3682,0
37,Male,Software Engineer,Salaried,Single,3,64200.0,0.0,99000.0,0.0,72450.0,21900.0,11900.0,9900.0,4500.0,2400.0,10600.0,13500.0,2800.0,3300.0,16300.0,6500.0,103600.0,Personal Loan,3932000.0,15.2,24,191020.0,0.0,0.0,0.0,11200.0,11200.0,691,524100.0,280200.0,1558900.0,Yes,Never,Low,Moderate,2.7912,7.01,-42350.0,21400.0,29.3,1.0,1
63,Female,Accountant,Self-Employed,Married,1,30400.0,2800.0,0.0,0.0,33200.0,10600.0,10000.0,6400.0,5600.0,1400.0,3200.0,15100.0,4900.0,6500.0,5400.0,3500.0,72600.0,Personal Loan,863000.0,9.0,36,27440.0,9600.0,0.0,0.0,0.0,9600.0,334,188100.0,549600.0,390700.0,No,Never,Low,Moderate,1.1157,8.97,-49000.0,5340.0,21.8,0.9997,1
54,Male,Analyst,Salaried,Single,0,32100.0,0.0,23000.0,0.0,34016.666666666664,11300.0,5800.0,4800.0,5100.0,2500.0,8700.0,0.0,11700.0,10300.0,23500.0,1600.0,85300.0,Business Loan,2040000.0,14.5,48,56260.0,0.0,0.0,2100.0,10300.0,12400.0,778,327400.0,359100.0,951400.0,No,Never,Low,Low,2.0184,7.03,-63683.33,2910.0,34.6,0.9961,1
29,Male,Software Engineer,Business,Married,0,50600.0,5500.0,0.0,81500.0,137600.0,39700.0,10900.0,3900.0,4600.0,1100.0,1400.0,0.0,14600.0,5800.0,19900.0,7900.0,109800.0,Business Loan,1746000.0,17.5,120,30900.0,0.0,12300.0,0.0,5100.0,17400.0,450,621100.0,1215800.0,230500.0,No,Occasionally,Low,Low,0.351,14.44,10400.0,44520.0,56.6,0.2755,0
46,Male,Teacher,Salaried,Single,3,53500.0,20900.0,154000.0,0.0,87233.33333333333,25900.0,23100.0,2300.0,2900.0,500.0,1200.0,7500.0,8200.0,11900.0,8600.0,5500.0,97600.0,Business Loan,2293000.0,12.4,12,204160.0,0.0,0.0,0.0,0.0,0.0,601,641800.0,645400.0,1973700.0,Yes,Never,Low,High,2.3404,13.19,-10366.67,39260.0,33.8,0.9996,1
22,Other,Software Engineer,Salaried,Married,1,19700.0,0.0,44000.0,0.0,23366.666666666668,4900.0,7400.0,7800.0,4600.0,2000.0,6000.0,5000.0,5700.0,7800.0,12800.0,6000.0,70000.0,Home Loan,1242000.0,9.6,60,26150.0,0.0,2200.0,0.0,14200.0,16400.0,370,28200.0,328700.0,368900.0,No,Never,Low,Moderate,1.821,4.13,-63033.33,0.0,15.8,1.0,1
29,Male,Other,Salaried,Single,1,61500.0,0.0,147000.0,0.0,73750.0,16800.0,12200.0,3900.0,5000.0,900.0,8200.0,17400.0,12600.0,6400.0,3600.0,6300.0,93300.0,Home Loan,3005000.0,16.3,240,42490.0,0.0,0.0,0.0,0.0,0.0,813,82100.0,197100.0,1470800.0,No,Occasionally,Low,Moderate,0.5761,2.99,-19550.0,33190.0,47.3,0.4407,0
29,Female,Doctor,Salaried,Married,0,72100.0,0.0,0.0,0.0,72100.0,24000.0,4300.0,6900.0,4800.0,600.0,2600.0,0.0,1900.0,4200.0,17200.0,5300.0,71800.0,Personal Loan,3576000.0,12.8,180,44780.0,0.0,0.0,0.0,0.0,0.0,510,686100.0,1245000.0,1019600.0,No,Frequently,High,Moderate,0.6211,26.9,300.0,32440.0,47.3,0.0813,0
60,Male,Other,Self-Employed,Married,1,47200.0,19800.0,31000.0,0.0,69583.33333333333,13500.0,16800.0,9300.0,4400.0,2300.0,9400.0,9900.0,2300.0,1100.0,4900.0,4300.0,78200.0,Education Loan,3822000.0,17.2,36,136650.0,0.0,0.0,0.0,9700.0,9700.0,391,202200.0,1076000.0,307300.0,Yes,Never,Moderate,High,2.1032,14.54,-18316.67,21610.0,25.2,0.9999,1
37,Male,Accountant,Salaried,Married,0,160700.0,0.0,162000.0,0.0,174200.0,19200.0,13000.0,9600.0,1200.0,2100.0,2400.0,0.0,5800.0,7700.0,17000.0,7900.0,85900.0,Business Loan,5732000.0,15.1,24,278200.0,38500.0,16800.0,0.0,5800.0,61100.0,849,1597000.0,1408600.0,1362900.0,No,Occasionally,Low,Low,1.9478,20.45,27200.0,17290.0,47.6,0.4604,1
21,Female,Doctor,Self-Employed,Married,3,34800.0,20100.0,60000.0,0.0,59900.0,17400.0,19800.0,2000.0,4300.0,700.0,6900.0,6400.0,7300.0,7400.0,17400.0,6100.0,95700.0,Vehicle Loan,1073000.0,12.0,24,50510.0,0.0,0.0,0.0,0.0,0.0,335,79800.0,1172500.0,832100.0,No,Occasionally,Low,High,0.8432,13.09,-35800.0,26960.0,30.6,0.9916,1
45,Male,Accountant,Salaried,Divorced,3,40900.0,0.0,58000.0,0.0,45733.333333333336,11100.0,16600.0,4500.0,3400.0,2100.0,4400.0,3200.0,12200.0,6700.0,9500.0,6900.0,80600.0,Vehicle Loan,1974000.0,14.0,60,45930.0,0.0,0.0,0.0,0.0,0.0,735,299900.0,768700.0,1260600.0,No,Never,Low,Low,1.0043,13.26,-34866.67,20580.0,43.4,0.6061,1
63,Female,Manager,Salaried,Married,0,40200.0,6400.0,0.0,0.0,46600.0,14200.0,16700.0,8700.0,5800.0,2200.0,9300.0,0.0,14000.0,6900.0,23800.0,4100.0,105700.0,Vehicle Loan,1677000.0,9.3,240,15410.0,0.0,9100.0,0.0,0.0,9100.0,780,267500.0,286400.0,95500.0,No,Never,Low,High,0.526,4.82,-68200.0,11870.0,52.9,0.3172,0
60,Female,Sales Executive,Salaried,Married,1,47200.0,14700.0,0.0,0.0,61900.0,7400.0,11700.0,6300.0,4000.0,2300.0,9800.0,5500.0,8400.0,10300.0,19900.0,7300.0,92900.0,Business Loan,2940000.0,11.6,120,41500.0,19200.0,0.0,0.0,0.0,19200.0,680,599100.0,1106000.0,194400.0,No,Occasionally,High,High,0.9806,15.21,-50200.0,8660.0,40.3,0.5889,1
62,Female,Teacher,Salaried,Married,0,41600.0,0.0,22000.0,0.0,43433.333333333336,11100.0,11200.0,8500.0,4000.0,1600.0,1700.0,0.0,7900.0,4500.0,13400.0,6100.0,70000.0,Education Loan,1440000.0,13.7,120,22100.0,0.0,5700.0,0.0,0.0,5700.0,829,188400.0,125100.0,199000.0,No,Frequently,Moderate,Moderate,0.6401,4.14,-32266.67,13840.0,52.9,0.3774,0
45,Male,Teacher,Self-Employed,Married,1,24300.0,0.0,52000.0,0.0,28633.333333333332,4600.0,15700.0,8800.0,6000.0,1900.0,3100.0,17200.0,4000.0,7100.0,23100.0,6200.0,97700.0,Education Loan,1421000.0,13.7,180,18640.0,0.0,0.0,0.0,0.0,0.0,721,27500.0,403800.0,543000.0,Yes,Occasionally,Moderate,Low,0.651,4.41,-69066.67,12880.0,43.8,0.8352,1
59,Female,Analyst,Self-Employed,Single,3,37300.0,0.0,19000.0,0.0,38883.333333333336,12700.0,17300.0,5500.0,1500.0,2000.0,10800.0,5000.0,7300.0,8500.0,21700.0,1600.0,93900.0,Home Loan,2123000.0,13.7,12,190320.0,9900.0,0.0,0.0,0.0,9900.0,437,194600.0,135900.0,427300.0,No,Never,Moderate,Low,5.1492,3.18,-64916.67,7600.0,16.0,1.0,1
55,Male,Business Owner,Salaried,Married,1,46700.0,0.0,0.0,0.0,46700.0,6000.0,8700.0,4900.0,2400.0,1900.0,5600.0,4600.0,13900.0,3300.0,17900.0,5300.0,74500.0,Education Loan,2159000.0,15.3,36,75160.0,14200.0,0.0,0.0,13800.0,28000.0,506,389000.0,912600.0,209100.0,No,Never,Low,Moderate,2.209,12.7,-55800.0,0.0,31.8,0.9999,1
23,Female,Accountant,Salaried,Married,0,90600.0,0.0,0.0,0.0,90600.0,28200.0,8400.0,5600.0,4300.0,1800.0,6200.0,0.0,6500.0,11200.0,5500.0,3300.0,81000.0,Vehicle Loan,4159000.0,8.6,60,85530.0,0.0,6000.0,0.0,0.0,6000.0,614,90500.0,176200.0,331500.0,Yes,Occasionally,Moderate,Moderate,1.0103,3.07,3600.0,34770.0,26.0,0.9684,1
57,Female,Sales Executive,Salaried,Single,0,147400.0,0.0,0.0,0.0,147400.0,18000.0,5300.0,7200.0,2600.0,1600.0,2800.0,0.0,3900.0,9100.0,13400.0,5700.0,69600.0,Vehicle Loan,5497000.0,8.3,180,53490.0,0.0,0.0,0.0,0.0,0.0,764,124400.0,799300.0,2981100.0,Yes,Never,Low,High,0.3629,13.27,77800.0,66330.0,89.7,0.0084,0
64,Female,Sales Executive,Salaried,Married,2,95600.0,21000.0,0.0,0.0,116600.0,12400.0,14100.0,4900.0,2700.0,1500.0,11900.0,3900.0,5700.0,1600.0,21900.0,5000.0,85600.0,Business Loan,3608000.0,9.1,120,45900.0,40500.0,11300.0,0.0,0.0,51800.0,417,968600.0,1291000.0,1618100.0,No,Occasionally,Low,Moderate,0.8379,16.45,-20800.0,670.0,34.4,0.9443,1
64,Male,Other,Salaried,Single,2,33300.0,3700.0,0.0,0.0,37000.0,5900.0,16500.0,8200.0,5500.0,2500.0,11200.0,4400.0,8200.0,10500.0,16000.0,1800.0,90700.0,Home Loan,2164000.0,15.8,12,196140.0,0.0,0.0,2800.0,0.0,2800.0,623,308100.0,447500.0,968800.0,No,Occasionally,Low,Moderate,5.3768,8.08,-56500.0,13850.0,33.7,1.0,1
50,Female,Other,Salaried,Single,1,34600.0,6500.0,0.0,0.0,41100.0,7500.0,7700.0,9200.0,3900.0,1200.0,1000.0,14600.0,9400.0,11200.0,14500.0,4700.0,84900.0,Personal Loan,1664000.0,8.2,360,12440.0,0.0,0.0,0.0,6300.0,6300.0,518,98600.0,441600.0,498200.0,No,Never,High,High,0.456,5.92,-50100.0,12200.0,46.6,0.9168,1
58,Male,Business Owner,Salaried,Married,0,45300.0,0.0,49000.0,0.0,49383.333333333336,12700.0,12800.0,4300.0,1500.0,700.0,7100.0,0.0,7100.0,9700.0,24000.0,4200.0,84100.0,Home Loan,2529000.0,9.9,36,81490.0,0.0,0.0,0.0,14200.0,14200.0,562,333100.0,743800.0,971500.0,No,Never,Low,Low,1.9377,10.96,-48916.67,8020.0,25.4,0.9991,1
54,Female,Analyst,Salaried,Married,0,119600.0,16400.0,213000.0,0.0,153750.0,20400.0,16500.0,9700.0,2600.0,2000.0,10600.0,0.0,11600.0,5700.0,2400.0,6400.0,87900.0,Personal Loan,5043000.0,10.2,180,54810.0,0.0,0.0,13300.0,0.0,13300.0,463,170800.0,158300.0,3670800.0,No,Occasionally,Low,Moderate,0.443,3.25,52550.0,55890.0,53.1,0.9554,1
32,Male,Software Engineer,Salaried,Married,4,45100.0,0.0,0.0,0.0,45100.0,9400.0,16700.0,7000.0,1400.0,900.0,5700.0,9900.0,9200.0,11900.0,2300.0,4500.0,78900.0,Home Loan,1602000.0,14.3,12,144070.0,0.0,8000.0,0.0,3500.0,11500.0,520,350600.0,528200.0,1290300.0,No,Never,High,Moderate,3.4494,9.72,-45300.0,8800.0,25.2,1.0,1
39,Male,Other,Salaried,Divorced,1,25200.0,0.0,45000.0,0.0,28950.0,4400.0,9100.0,9000.0,3800.0,1600.0,5800.0,19500.0,10300.0,2400.0,22500.0,4400.0,92800.0,Education Loan,1200000.0,11.7,12,106450.0,0.0,0.0,0.0,0.0,0.0,603,98400.0,367200.0,755000.0,No,Frequently,Moderate,Moderate,3.677,5.02,-63850.0,13030.0,30.0,1.0,1
57,Female,Analyst,Salaried,Married,1,38200.0,0.0,34000.0,0.0,41033.333333333336,12900.0,18500.0,2800.0,1900.0,700.0,5200.0,14800.0,13100.0,6900.0,2900.0,6000.0,85700.0,Home Loan,1849000.0,9.6,12,162210.0,0.0,0.0,0.0,0.0,0.0,818,110400.0,204000.0,954400.0,No,Never,Moderate,Low,3.9531,3.67,-44666.67,18460.0,32.9,1.0,1
64,Female,Manager,Salaried,Single,1,71600.0,0.0,0.0,0.0,71600.0,8000.0,15700.0,4000.0,5300.0,1700.0,1300.0,3800.0,13100.0,2900.0,9600.0,5700.0,71100.0,Business Loan,2124000.0,12.2,48,56140.0,0.0,0.0,0.0,0.0,0.0,538,496700.0,968300.0,886900.0,No,Occasionally,Moderate,High,0.7841,20.6,500.0,32220.0,38.1,0.3951,0
37,Male,Teacher,Unemployed,Single,2,69200.0,0.0,137000.0,0.0,80616.66666666667,15200.0,9500.0,4600.0,3900.0,2400.0,9700.0,8600.0,3800.0,5800.0,23300.0,7900.0,94700.0,Personal Loan,1983000.0,14.7,12,178700.0,0.0,6000.0,0.0,0.0,6000.0,775,738400.0,1082300.0,2376900.0,No,Occasionally,High,Moderate,2.2911,18.08,-20083.33,30280.0,44.7,0.994,1
30,Female,Teacher,Salaried,Married,0,44400.0,0.0,25000.0,0.0,46483.333333333336,12000.0,9700.0,4400.0,1300.0,1900.0,6000.0,0.0,9700.0,11200.0,17900.0,3500.0,77600.0,Education Loan,845000.0,15.8,12,76590.0,0.0,0.0,0.0,1500.0,1500.0,820,41600.0,514700.0,369200.0,No,Occasionally,High,Low,1.68,7.03,-32616.67,19420.0,38.2,0.9843,1
32,Male,Analyst,Salaried,Single,0,69000.0,7100.0,0.0,0.0,76100.0,25000.0,13400.0,3400.0,2500.0,900.0,6800.0,0.0,11000.0,9700.0,16900.0,5800.0,95400.0,Education Loan,2154000.0,8.8,360,17020.0,20100.0,0.0,4400.0,0.0,24500.0,542,142000.0,451000.0,1509700.0,Yes,Occasionally,High,Moderate,0.5456,4.95,-43800.0,9740.0,43.4,0.9473,1
36,Male,Business Owner,Salaried,Married,1,15700.0,0.0,0.0,0.0,15700.0,5000.0,14000.0,8900.0,4100.0,2400.0,3800.0,3000.0,3000.0,9600.0,17100.0,2200.0,73100.0,Home Loan,261000.0,15.0,240,3440.0,0.0,0.0,0.0,0.0,0.0,548,46000.0,140000.0,61500.0,No,Never,Moderate,Low,0.2191,2.54,-57400.0,7060.0,49.2,0.914,1
44,Male,Sales Executive,Salaried,Married,2,51600.0,20800.0,0.0,0.0,72400.0,23400.0,16700.0,5300.0,2700.0,1100.0,9600.0,4300.0,12800.0,4900.0,9300.0,6600.0,96700.0,Education Loan,2022000.0,7.5,60,40520.0,0.0,0.0,0.0,0.0,0.0,473,674300.0,447200.0,1316100.0,No,Never,Low,Moderate,0.5597,11.6,-24300.0,32580.0,42.9,0.9096,1
39,Male,Business Owner,Self-Employed,Single,2,75400.0,0.0,87000.0,0.0,82650.0,9600.0,15900.0,9700.0,3600.0,1400.0,9700.0,11900.0,3500.0,11300.0,14200.0,6500.0,97300.0,Vehicle Loan,4389000.0,15.1,24,213020.0,0.0,0.0,10000.0,2400.0,12400.0,383,730000.0,1291400.0,1710600.0,No,Occasionally,Moderate,High,2.7274,18.43,-27050.0,24790.0,29.5,1.0,1
28,Male,Analyst,Salaried,Married,3,32300.0,0.0,0.0,0.0,32300.0,10000.0,21200.0,6700.0,5500.0,1500.0,7100.0,13700.0,12200.0,5100.0,16500.0,6100.0,105600.0,Vehicle Loan,1897000.0,14.4,180,25770.0,0.0,3100.0,0.0,1300.0,4400.0,408,294500.0,411900.0,87500.0,Yes,Occasionally,Low,Moderate,0.9341,6.42,-77700.0,10140.0,26.1,0.9989,1
51,Female,Accountant,Business,Married,1,32300.0,0.0,0.0,41700.0,74000.0,21800.0,10500.0,3100.0,2800.0,2500.0,11000.0,4600.0,3300.0,1400.0,9000.0,1800.0,71800.0,Vehicle Loan,2719000.0,12.4,12,242090.0,0.0,0.0,0.0,14200.0,14200.0,389,303000.0,286600.0,654800.0,No,Never,Moderate,Low,3.4634,6.86,-12000.0,19100.0,22.9,1.0,1
41,Male,Doctor,Business,Married,0,19300.0,17900.0,53000.0,19100.0,60716.666666666664,19800.0,13900.0,6400.0,2700.0,600.0,2300.0,0.0,11400.0,8000.0,20300.0,7900.0,93300.0,Home Loan,791000.0,8.9,360,6310.0,0.0,0.0,0.0,0.0,0.0,430,164000.0,715500.0,1168500.0,No,Never,High,Moderate,0.1039,9.43,-32583.33,27320.0,56.4,0.5952,1
37,Male,Teacher,Salaried,Divorced,4,108500.0,0.0,0.0,0.0,108500.0,19300.0,25900.0,9900.0,5100.0,1900.0,9700.0,13500.0,3100.0,5000.0,9400.0,7600.0,110400.0,Personal Loan,3094000.0,15.5,12,279990.0,36400.0,0.0,15500.0,13600.0,65500.0,724,251800.0,1970600.0,1959900.0,No,Never,Low,Moderate,3.1842,12.63,-67400.0,0.0,38.2,1.0,1
43,Female,Analyst,Salaried,Married,1,34200.0,0.0,92000.0,0.0,41866.666666666664,13700.0,11500.0,6500.0,2600.0,1200.0,7100.0,19000.0,6300.0,2700.0,3600.0,3600.0,77800.0,Home Loan,1596000.0,8.3,36,50230.0,0.0,0.0,0.0,0.0,0.0,320,371700.0,704300.0,839300.0,No,Occasionally,Moderate,Moderate,1.1998,13.83,-35933.33,18840.0,17.0,0.9989,1
57,Male,Sales Executive,Self-Employed,Single,2,55300.0,0.0,0.0,0.0,55300.0,11100.0,19100.0,2000.0,1400.0,700.0,3500.0,17300.0,3000.0,11300.0,6600.0,5000.0,81000.0,Business Loan,1404000.0,16.9,120,24310.0,0.0,0.0,3600.0,0.0,3600.0,840,149100.0,991700.0,206500.0,No,Occasionally,Low,Moderate,0.5047,13.48,-29300.0,21280.0,62.3,0.0476,0
36,Male,Doctor,Salaried,Married,2,66300.0,0.0,48000.0,0.0,70300.0,18200.0,11400.0,9500.0,1900.0,2400.0,2500.0,19000.0,4800.0,8000.0,11400.0,7200.0,96300.0,Education Loan,1145000.0,15.6,48,32220.0,24400.0,0.0,0.0,0.0,24400.0,556,389700.0,1295100.0,1086800.0,No,Occasionally,Low,Moderate,0.8054,13.96,-50400.0,7240.0,47.7,0.8957,1
26,Female,Manager,Salaried,Married,1,104400.0,8200.0,0.0,0.0,112600.0,23200.0,9900.0,3900.0,5700.0,1700.0,4300.0,19400.0,14800.0,11300.0,22900.0,4500.0,121600.0,Vehicle Loan,1968000.0,15.3,24,95700.0,20900.0,0.0,0.0,6900.0,27800.0,448,411200.0,515300.0,3133500.0,No,Never,Moderate,Moderate,1.0968,6.2,-36800.0,22870.0,25.5,0.9965,1
28,Female,Other,Salaried,Married,0,45400.0,0.0,0.0,0.0,45400.0,9400.0,17100.0,7500.0,5700.0,2000.0,10400.0,0.0,2500.0,7400.0,11600.0,5200.0,78800.0,Home Loan,1410000.0,15.4,60,33840.0,9500.0,0.0,0.0,0.0,9500.0,410,237900.0,666200.0,1299000.0,Yes,Occasionally,Low,Moderate,0.9546,10.24,-42900.0,10930.0,32.6,0.9962,1
45,Female,Accountant,Salaried,Married,2,37400.0,0.0,0.0,0.0,37400.0,8900.0,8400.0,6100.0,2100.0,1000.0,9700.0,11300.0,6700.0,1700.0,4100.0,5200.0,65200.0,Home Loan,632000.0,8.2,12,55040.0,0.0,0.0,0.0,12400.0,12400.0,878,141600.0,495300.0,142200.0,No,Never,High,High,1.8032,8.21,-40200.0,4430.0,42.2,0.96,1
38,Female,Other,Salaried,Married,2,53500.0,6700.0,39000.0,0.0,63450.0,12000.0,11000.0,4600.0,3800.0,2000.0,8100.0,7800.0,10500.0,1300.0,6500.0,5500.0,73100.0,Education Loan,1188000.0,17.9,12,108860.0,10800.0,8600.0,0.0,8100.0,27500.0,612,208300.0,103700.0,1702500.0,No,Occasionally,High,Low,2.1491,3.1,-37150.0,1050.0,23.1,0.9999,1
45,Female,Doctor,Salaried,Single,1,93200.0,0.0,0.0,0.0,93200.0,27800.0,12800.0,4300.0,1700.0,2200.0,2000.0,11600.0,2300.0,10900.0,14500.0,5000.0,95100.0,Home Loan,4941000.0,16.5,120,84310.0,0.0,0.0,0.0,0.0,0.0,471,425000.0,1471200.0,1611800.0,No,Never,High,Moderate,0.9046,19.94,-1900.0,41940.0,35.8,0.8541,1
32,Male,Doctor,Business,Married,1,45000.0,7600.0,66000.0,55100.0,113200.0,29300.0,11600.0,9400.0,4400.0,1400.0,11500.0,5600.0,2500.0,1400.0,6100.0,3800.0,87000.0,Vehicle Loan,5416000.0,12.8,360,59070.0,0.0,0.0,0.0,0.0,0.0,655,414600.0,558800.0,2556900.0,No,Never,Low,High,0.5218,11.19,26200.0,50940.0,62.2,0.1516,0
35,Female,Other,Salaried,Married,0,30400.0,18300.0,38000.0,0.0,51866.666666666664,14100.0,12800.0,9300.0,1900.0,1600.0,4400.0,0.0,3000.0,7800.0,3500.0,4800.0,63200.0,Education Loan,417000.0,15.1,180,5860.0,0.0,0.0,2600.0,0.0,2600.0,782,439700.0,955500.0,234400.0,No,Never,Moderate,Low,0.1631,21.2,-13933.33,20740.0,70.9,0.0011,0
46,Male,Sales Executive,Self-Employed,Single,0,22700.0,15300.0,19000.0,0.0,39583.333333333336,6200.0,6700.0,6100.0,1200.0,2400.0,7700.0,0.0,10000.0,4300.0,18400.0,7100.0,70100.0,Personal Loan,895000.0,15.3,48,25040.0,11400.0,0.0,0.0,11400.0,22800.0,728,238100.0,667800.0,876200.0,No,Occasionally,High,Moderate,1.2086,9.75,-53316.67,0.0,36.6,0.8995,1
61,Female,Sales Executive,Salaried,Single,0,26600.0,0.0,0.0,0.0,26600.0,9100.0,5000.0,4100.0,5100.0,2200.0,9800.0,0.0,13700.0,8600.0,20000.0,7000.0,84600.0,Vehicle Loan,911000.0,16.2,240,12810.0,0.0,0.0,0.0,6600.0,6600.0,361,57800.0,415200.0,56700.0,No,Occasionally,High,High,0.7297,5.19,-64600.0,5370.0,27.1,0.9985,1
46,Male,Software Engineer,Salaried,Divorced,0,75500.0,25000.0,167000.0,0.0,114416.66666666667,30300.0,9200.0,2800.0,2600.0,1400.0,2500.0,0.0,12600.0,4100.0,21600.0,6400.0,93500.0,Business Loan,953000.0,10.2,12,83870.0,0.0,17300.0,0.0,12000.0,29300.0,706,313700.0,1629200.0,2172800.0,No,Never,Low,Low,0.9891,15.82,-8383.33,22190.0,44.4,0.3595,0
